# claims.tsv - merged traceability matrix, capstone paper -> aitchinson-flow artifacts
# columns: id  paper_loc  quantity  expected  tol  tier  artifact  pointer  notes
G14	chapters/results.tex:65	tab:gen H_ratio, Fisher FM	0.996	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G15	chapters/results.tex:65	tab:gen Delta@.50, Fisher FM	-0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G16	chapters/results.tex:66	tab:gen KL_uni, Hyperspherical flow	0.019	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G17	chapters/results.tex:66	tab:gen KL_bi, Hyperspherical flow	1.378	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G18	chapters/results.tex:66	tab:gen KL_tri, Hyperspherical flow	5.327	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G19	chapters/results.tex:66	tab:gen H_ratio, Hyperspherical flow	1.026	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G20	chapters/results.tex:66	tab:gen Delta@.50, Hyperspherical flow	0.067	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G21	chapters/results.tex:67	tab:gen KL_uni, Discrete FM	0.001	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G22	chapters/results.tex:67	tab:gen KL_bi, Discrete FM	1.466	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G23	chapters/results.tex:67	tab:gen KL_tri, Discrete FM	5.141	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G24	chapters/results.tex:67	tab:gen H_ratio, Discrete FM	0.996	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G25	chapters/results.tex:67	tab:gen Delta@.50, Discrete FM	0.009	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G26	chapters/results.tex:68	tab:gen KL_uni, Dirichlet FM	0.009	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G27	chapters/results.tex:68	tab:gen KL_bi, Dirichlet FM	0.959	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G28	chapters/results.tex:68	tab:gen KL_tri, Dirichlet FM	4.088	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G29	chapters/results.tex:68	tab:gen H_ratio, Dirichlet FM	1.023	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G30	chapters/results.tex:68	tab:gen Delta@.50, Dirichlet FM	0.090	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G31	chapters/results.tex:69	tab:gen KL_uni, EqM deterministic clr	0.093	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G32	chapters/results.tex:69	tab:gen KL_bi, EqM deterministic clr	2.226	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G33	chapters/results.tex:69	tab:gen KL_tri, EqM deterministic clr	6.320	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G34	chapters/results.tex:69	tab:gen H_ratio, EqM deterministic clr	0.958	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G35	chapters/results.tex:69	tab:gen Delta@.50, EqM deterministic clr	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G36	chapters/results.tex:70	tab:gen KL_uni, EqM Dirichlet-thickened	0.611	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G37	chapters/results.tex:70	tab:gen KL_bi, EqM Dirichlet-thickened	3.898	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G38	chapters/results.tex:70	tab:gen KL_tri, EqM Dirichlet-thickened	11.664	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G39	chapters/results.tex:70	tab:gen H_ratio, EqM Dirichlet-thickened	1.154	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G40	chapters/results.tex:70	tab:gen Delta@.50, EqM Dirichlet-thickened	0.004	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G41	chapters/results.tex:71	tab:gen KL_uni, EqM VAE latent	0.060	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G42	chapters/results.tex:71	tab:gen KL_bi, EqM VAE latent	2.612	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G43	chapters/results.tex:71	tab:gen KL_tri, EqM VAE latent	5.957	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G44	chapters/results.tex:71	tab:gen H_ratio, EqM VAE latent	0.904	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G45	chapters/results.tex:71	tab:gen Delta@.50, EqM VAE latent	-0.009	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G46	chapters/results.tex:73	tab:gen KL_uni, Dirichlet FM 30ep/30k	0.008	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G47	chapters/results.tex:73	tab:gen KL_bi, Dirichlet FM 30ep/30k	0.208	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G48	chapters/results.tex:73	tab:gen KL_tri, Dirichlet FM 30ep/30k	1.250	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G49	chapters/results.tex:73	tab:gen H_ratio, Dirichlet FM 30ep/30k	1.022	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G50	chapters/results.tex:73	tab:gen Delta@.50, Dirichlet FM 30ep/30k	0.193	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
G51	chapters/results.tex:74	tab:gen KL_uni, Dirichlet FM full corpus	0.007	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/eval_all.json	KL_uni	n=256 samples, 200 steps, L=256
G52	chapters/results.tex:74	tab:gen KL_bi, Dirichlet FM full corpus	0.130	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/eval_all.json	KL_bi	n=256 samples, 200 steps, L=256
G53	chapters/results.tex:74	tab:gen KL_tri, Dirichlet FM full corpus	0.610	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/eval_all.json	KL_tri	n=256 samples, 200 steps, L=256
G54	chapters/results.tex:74	tab:gen H_ratio, Dirichlet FM full corpus	1.023	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/eval_all.json	H_ratio	n=256 samples, 200 steps, L=256
G55	chapters/results.tex:74	tab:gen Delta@.50, Dirichlet FM full corpus	0.282	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery.json	rows[alpha=0.5].delta	transport-recovery headline
# Delta@.30 / Delta@.70 columns added to tab:gen (grid sweep 2026-08-21) + Fisher-Rao matched-damage prose
G183	chapters/results.tex:63	tab:gen Delta@.30, FM on clr	0.011	0.0005	T0	runs/sflm_bench_a100_20g_L256/FMonCLR/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G184	chapters/results.tex:63	tab:gen Delta@.70, FM on clr	0.030	0.0005	T0	runs/sflm_bench_a100_20g_L256/FMonCLR/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G185	chapters/results.tex:64	tab:gen Delta@.30, Statistical FM	-0.004	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFM/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G186	chapters/results.tex:64	tab:gen Delta@.70, Statistical FM	0.050	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFM/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G187	chapters/results.tex:65	tab:gen Delta@.30, Fisher FM	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G188	chapters/results.tex:65	tab:gen Delta@.70, Fisher FM	-0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G189	chapters/results.tex:66	tab:gen Delta@.30, Hyperspherical flow	0.036	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G190	chapters/results.tex:66	tab:gen Delta@.70, Hyperspherical flow	0.060	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G191	chapters/results.tex:67	tab:gen Delta@.30, Discrete FM	0.002	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G192	chapters/results.tex:67	tab:gen Delta@.70, Discrete FM	0.018	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G193	chapters/results.tex:68	tab:gen Delta@.30, Dirichlet FM	0.051	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G194	chapters/results.tex:68	tab:gen Delta@.70, Dirichlet FM	0.101	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G195	chapters/results.tex:69	tab:gen Delta@.30, EqM deterministic clr	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G196	chapters/results.tex:69	tab:gen Delta@.70, EqM deterministic clr	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G197	chapters/results.tex:70	tab:gen Delta@.30, EqM Dirichlet-thickened	-0.008	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G198	chapters/results.tex:70	tab:gen Delta@.70, EqM Dirichlet-thickened	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G199	chapters/results.tex:71	tab:gen Delta@.30, EqM VAE latent	-0.007	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G200	chapters/results.tex:71	tab:gen Delta@.70, EqM VAE latent	-0.001	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G201	chapters/results.tex:73	tab:gen Delta@.30, Dirichlet FM 30ep/30k	0.105	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G202	chapters/results.tex:73	tab:gen Delta@.70, Dirichlet FM 30ep/30k	0.190	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G203	chapters/results.tex:74	tab:gen Delta@.30, Dirichlet FM full corpus	0.139	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery.json	rows[alpha=0.3].delta	transport-recovery gain at alpha=0.3
G204	chapters/results.tex:74	tab:gen Delta@.70, Dirichlet FM full corpus	0.289	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery.json	rows[alpha=0.7].delta	transport-recovery gain at alpha=0.7
G205	chapters/results.tex:83	prose: Fisher FM perturbed accuracy at alpha=0.5	1.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery.json	rows[alpha=0.5].token_acc_perturbed	Fisher-Rao caveat paragraph
G206	chapters/results.tex:83	prose: Statistical FM perturbed accuracy at alpha=0.5	0.999	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFM/recovery.json	rows[alpha=0.5].token_acc_perturbed	Fisher-Rao caveat paragraph
G207	chapters/results.tex:83	prose: low end of perturbed-accuracy band, seven non-Fisher-Rao arms at alpha=0.5	0.49	0.005	T1	runs/sflm_bench_a100_20g_L256/SFLM/recovery.json	rows[alpha=0.5].token_acc_perturbed	min over the seven arms' tok_acc_pt at alpha=0.5 = 0.4903 (SFLM)
G208	chapters/results.tex:83	prose: high end of perturbed-accuracy band, seven non-Fisher-Rao arms at alpha=0.5	0.58	0.005	T1	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery.json	rows[alpha=0.5].token_acc_perturbed	max over the seven arms' tok_acc_pt at alpha=0.5 = 0.5804 (DirichletFM)
G209	chapters/results.tex:84	prose: Fisher FM gain at matched damage (alpha=0.80)	0.100	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery_matched.json	rows[alpha=0.8].delta	matched-damage reading; perturbed acc 0.519
# Delta@.80 column (added 2026-08-22 to show the Fisher-Rao arms at deep damage)
G211	chapters/results.tex:63	tab:gen Delta@.80, FM on clr	0.023	0.0005	T0	runs/sflm_bench_a100_20g_L256/FMonCLR/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G212	chapters/results.tex:64	tab:gen Delta@.80, Statistical FM	0.121	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFM/recovery_matched.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G213	chapters/results.tex:65	tab:gen Delta@.80, Fisher FM	0.100	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery_matched.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G214	chapters/results.tex:66	tab:gen Delta@.80, Hyperspherical flow	0.057	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFLM/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G215	chapters/results.tex:67	tab:gen Delta@.80, Discrete FM	0.034	0.0005	T0	runs/sflm_bench_a100_20g_L256/DFM/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G216	chapters/results.tex:68	tab:gen Delta@.80, Dirichlet FM	0.094	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G217	chapters/results.tex:69	tab:gen Delta@.80, EqM deterministic clr	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM_OneHot/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G218	chapters/results.tex:70	tab:gen Delta@.80, EqM Dirichlet-thickened	0.000	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqM/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G219	chapters/results.tex:71	tab:gen Delta@.80, EqM VAE latent	0.001	0.0005	T0	runs/sflm_bench_a100_20g_L256/EqMAE/recovery_grid.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G220	chapters/results.tex:73	tab:gen Delta@.80, Dirichlet FM 30ep/30k	0.147	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.8.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G221	chapters/results.tex:74	tab:gen Delta@.80, Dirichlet FM full corpus	0.184	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.8.json	rows[alpha=0.8].delta	transport-recovery gain at alpha=0.8
G222	chapters/results.tex:84	prose: Statistical FM perturbed accuracy at alpha=0.8	0.262	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFM/recovery_matched.json	rows[alpha=0.8].token_acc_perturbed	Fisher-Rao caveat paragraph
G223	chapters/results.tex:84	prose: Fisher FM perturbed accuracy at alpha=0.8	0.519	0.0005	T0	runs/sflm_bench_a100_20g_L256/FisherFM/recovery_matched.json	rows[alpha=0.8].token_acc_perturbed	Fisher-Rao caveat paragraph
G224	chapters/results.tex:84	prose: Statistical FM gain at alpha=0.8, largest of the upper block	0.121	0.0005	T0	runs/sflm_bench_a100_20g_L256/SFM/recovery_matched.json	rows[alpha=0.8].delta	restates the tab:gen cell in the caveat paragraph
G56	chapters/results.tex:138	tab:recovery tok_acc_pt, alpha=0.1	0.892	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.1.json	rows[alpha=0.1].token_acc_perturbed	input-side, identical across all three budgets
G57	chapters/results.tex:138	tab:recovery Delta, 10ep, alpha=0.1	0.014	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.1.json	rows[alpha=0.1].delta	ten-point fine ladder
G58	chapters/results.tex:138	tab:recovery Delta, 30ep, alpha=0.1	0.027	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.1.json	rows[alpha=0.1].delta	ten-point fine ladder
G59	chapters/results.tex:138	tab:recovery Delta, full, alpha=0.1	0.033	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.1.json	rows[alpha=0.1].delta	ten-point fine ladder
G60	chapters/results.tex:138	tab:recovery KL_bi after recovery, 10ep, alpha=0.1	0.214	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.1.json	rows[alpha=0.1].KL_bi	ten-point fine ladder
G61	chapters/results.tex:138	tab:recovery KL_bi after recovery, 30ep, alpha=0.1	0.157	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.1.json	rows[alpha=0.1].KL_bi	ten-point fine ladder
G62	chapters/results.tex:138	tab:recovery KL_bi after recovery, full, alpha=0.1	0.124	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.1.json	rows[alpha=0.1].KL_bi	ten-point fine ladder
G63	chapters/results.tex:139	tab:recovery tok_acc_pt, alpha=0.2	0.843	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.2.json	rows[alpha=0.2].token_acc_perturbed	input-side, identical across all three budgets
G64	chapters/results.tex:139	tab:recovery Delta, 10ep, alpha=0.2	0.032	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.2.json	rows[alpha=0.2].delta	ten-point fine ladder
G65	chapters/results.tex:139	tab:recovery Delta, 30ep, alpha=0.2	0.063	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.2.json	rows[alpha=0.2].delta	ten-point fine ladder
G66	chapters/results.tex:139	tab:recovery Delta, full, alpha=0.2	0.079	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.2.json	rows[alpha=0.2].delta	ten-point fine ladder
G67	chapters/results.tex:139	tab:recovery KL_bi after recovery, 10ep, alpha=0.2	0.247	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.2.json	rows[alpha=0.2].KL_bi	ten-point fine ladder
G68	chapters/results.tex:139	tab:recovery KL_bi after recovery, 30ep, alpha=0.2	0.147	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.2.json	rows[alpha=0.2].KL_bi	ten-point fine ladder
G69	chapters/results.tex:139	tab:recovery KL_bi after recovery, full, alpha=0.2	0.123	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.2.json	rows[alpha=0.2].KL_bi	ten-point fine ladder
G70	chapters/results.tex:140	tab:recovery tok_acc_pt, alpha=0.3	0.775	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.3.json	rows[alpha=0.3].token_acc_perturbed	input-side, identical across all three budgets
G71	chapters/results.tex:140	tab:recovery Delta, 10ep, alpha=0.3	0.051	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.3.json	rows[alpha=0.3].delta	ten-point fine ladder
G72	chapters/results.tex:140	tab:recovery Delta, 30ep, alpha=0.3	0.105	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.3.json	rows[alpha=0.3].delta	ten-point fine ladder
G73	chapters/results.tex:140	tab:recovery Delta, full, alpha=0.3	0.139	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.3.json	rows[alpha=0.3].delta	ten-point fine ladder
G74	chapters/results.tex:140	tab:recovery KL_bi after recovery, 10ep, alpha=0.3	0.319	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.3.json	rows[alpha=0.3].KL_bi	ten-point fine ladder
G75	chapters/results.tex:140	tab:recovery KL_bi after recovery, 30ep, alpha=0.3	0.161	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.3.json	rows[alpha=0.3].KL_bi	ten-point fine ladder
G76	chapters/results.tex:140	tab:recovery KL_bi after recovery, full, alpha=0.3	0.128	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.3.json	rows[alpha=0.3].KL_bi	ten-point fine ladder
G77	chapters/results.tex:141	tab:recovery tok_acc_pt, alpha=0.4	0.683	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.4.json	rows[alpha=0.4].token_acc_perturbed	input-side, identical across all three budgets
G78	chapters/results.tex:141	tab:recovery Delta, 10ep, alpha=0.4	0.073	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.4.json	rows[alpha=0.4].delta	ten-point fine ladder
G79	chapters/results.tex:141	tab:recovery Delta, 30ep, alpha=0.4	0.155	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM_ep30_d30k/recovery_fine/alpha_0.4.json	rows[alpha=0.4].delta	ten-point fine ladder
G80	chapters/results.tex:141	tab:recovery Delta, full, alpha=0.4	0.213	0.0005	T0	runs/sflm_bench_a100_20g_L256_d1280L14_full/DirichletFM_converge/recovery_fine/alpha_0.4.json	rows[alpha=0.4].delta	ten-point fine ladder
G81	chapters/results.tex:141	tab:recovery KL_bi after recovery, 10ep, alpha=0.4	0.403	0.0005	T0	runs/sflm_bench_a100_20g_L256/DirichletFM/recovery_fine/alpha_0.4.json	rows[alpha=0.4].KL_bi	ten-point fine ladder
